MouseID,BrainArea,Age,State,Tagging,Folder,Experiment,Protocol,Preprocessing,Sorting,Electrode,Notes
K48,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-10_15-13-23,WhiskerPairedPulse_K,0,0,A1x32,
K50,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_13-22-14,WhiskerSingle,0,1,A1x32,
K50,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_13-40-24,WhiskerPairedPulse,0,1,A1x32,
K50,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_14-01-49,Baseline,0,1,A1x32,
K50,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_14-48-21,WhiskerSingle_K,0,1,A1x32,
K50,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_15-05-41,WhiskerPairedPulse_K,0,1,A1x32,
K50,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_15-25-31,Baseline_K,0,1,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_18-00-06,WhiskerSingle,0,0,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_18-20-56,WhiskerPairedPulse,0,0,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_18-40-19,Baseline,0,0,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_19-05-22,WhiskerSingle,0,0,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_19-44-08,WhiskerSingle_K,0,0,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_20-01-26,WhiskerPairedPulse_K,0,0,A1x32,
K51,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-11_20-19-34,Baseline_K,0,0,A1x32,
K52,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_12-28-29,Baseline,0,0,A1x32,
K52,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_12-48-43,WhiskerPairedPulse,0,0,A1x32,
K52,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_13-28-04,WhiskerPairedPulse_K,0,0,A1x32,
K52,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_13-47-15,Baseline_K,0,0,A1x32,
K53,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_16-21-42,Baseline,0,0,A1x32,
K53,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_16-41-50,WhiskerPairedPulse,0,0,A1x32,
K53,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_17-02-14,SalB,0,0,A1x32,
K53,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_17-22-29,Baseline_K,0,0,A1x32,
K53,S1BF,9,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-12_17-48-31,WhiskerPairedPulse_K,0,0,A1x32,
K54,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_13-01-36,Baseline,0,0,A1x32,
K54,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_13-21-59,WhiskerPairedPulse,0,0,A1x32,
K54,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_13-37-25,SalB,0,0,A1x32,
K54,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_13-57-29,WhiskerPairedPulse_K,0,0,A1x32,
K54,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_14-11-51,Baseline_K,0,0,A1x32,
K55,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_16-01-02,Baseline,0,0,A1x32,
K55,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_16-22-35,WhiskerPairedPulse,0,0,A1x32,
K55,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_16-43-27,SalB,0,0,A1x32,
K55,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_17-03-38,WhiskerPairedPulse_K,0,0,A1x32,
K55,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-13_17-21-44,Baseline_K,0,0,A1x32,
K56,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_13-30-12,Baseline,0,0,A1x32,
K56,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_13-50-49,WhiskerPairedPulse,0,0,A1x32,
K56,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_14-07-58,SalB,0,0,A1x32,
K56,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_14-28-12,WhiskerPairedPulse_K,0,0,A1x32,
K56,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_14-41-38,Baseline_K,0,0,A1x32,
K57,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_13-37-15,Baseline,0,NaN,A1x32,
K57,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_13-57-19,WhiskerPairedPulse,0,NaN,A1x32,
K57,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_14-18-41,SalB,0,NaN,A1x32,
K57,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_14-38-43,,0,NaN,A1x32,
K57,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_15-00-07,WhiskerPairedPulse_K,0,NaN,A1x32,
K58,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_16-40-04,Baseline,0,0,A1x32,
K58,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_17-00-09,WhiskerPairedPulse,0,0,A1x32,
K58,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_17-15-15,SalB,0,0,A1x32,
K58,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_17-35-22,WhiskerPairedPulse_K,0,0,A1x32,
K58,S1BF,15,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-08-19_17-49-02,Baseline_K,0,0,A1x32,
K59,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_12-59-43,Baseline,0,0,A1x32,
K59,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_13-22-04,WhiskerPairedPulse,0,0,A1x32,
K59,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_13-37-35,SalB,0,0,A1x32,
K59,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_13-57-09,WhiskerPairedPulse_K,0,0,A1x32,
K59,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_14-10-36,Baseline_K,0,0,A1x32,
K60,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_13-35-23,Baseline,0,0,A1x32,
K60,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_13-56-12,WhiskerPairedPulse,0,0,A1x32,
K60,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_14-11-43,SalB,0,0,A1x32,
K60,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_14-31-01,WhiskerPairedPulse_K,0,0,A1x32,
K60,S1BF,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-04_14-46-20,Baseline_K,0,0,A1x32,
K62,S1BF,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-08_13-28-00,Baseline,0,0,A1x32,
K62,S1BF,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-08_13-48-05,WhiskerPairedPulse,0,0,A1x32,
K62,S1BF,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-08_14-04-34,SalB,0,0,A1x32,
K62,S1BF,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-08_14-22-52,Baseline_K,0,0,A1x32,
K62,S1BF,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-08_14-49-00,WhiskerPairedPulse_K,0,0,A1x32,
K63,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_12-55-38,Baseline,0,NaN,A1x32,
K63,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_13-15-48,WhiskerPairedPulse,0,NaN,A1x32,
K63,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_13-30-38,SalB,0,NaN,A1x32,
K63,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_13-50-44,Baseline_K,0,NaN,A1x32,
K63,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_14-10-54,WhiskerPairedPulse_K,0,NaN,A1x32,
K64,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_15-30-34,Baseline,0,0,A1x32,
K64,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_15-52-17,WhiskerPairedPulse,0,0,A1x32,
K64,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_16-08-08,SalB,0,0,A1x32,
K64,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_16-28-15,WhiskerPairedPulse_K,0,0,A1x32,
K64,S1BF,17,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-10-11_16-43-10,Baseline_K,0,0,A1x32,
K71,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_12-59-36,Baseline,0,0,A1x32,
K71,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_13-21-34,WhiskerPairedPulse,0,0,A1x32,
K71,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_13-40-58,SalB,0,0,A1x32,
K71,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_14-00-45,Baseline_K,0,0,A1x32,
K71,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_14-21-22,WhiskerPairedPulse_K,0,0,A1x32,
K72,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_16-05-48,Baseline,0,0,A1x32,
K72,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_16-33-20,WhiskerPairedPulse,0,0,A1x32,
K72,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_16-52-15,SalB,0,0,A1x32,
K72,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_17-14-03,WhiskerPairedPulse_K,0,0,A1x32,
K72,S1BF,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-17_17-33-31,Baseline_K,0,0,A1x32,
K73,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_12-23-14,Baseline,0,0,A1x32,
K73,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_12-44-55,WhiskerPairedPulse,0,0,A1x32,
K73,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_13-03-23,SalB,0,0,A1x32,
K73,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_13-24-14,Baseline_K,0,0,A1x32,
K73,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_13-46-30,WhiskerPairedPulse_K,0,0,A1x32,
K74,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_15-29-03,Baseline,0,0,A1x32,
K74,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_15-52-23,WhiskerPairedPulse,0,0,A1x32,
K74,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_16-14-09,SalB,0,0,A1x32,
K74,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_16-34-23,Baseline_K,0,0,A1x32,
K74,S1BF,8,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-18_16-54-38,WhiskerPairedPulse_K,0,0,A1x32,
K75,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_13-11-44,Baseline,0,0,A1x32,
K75,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_13-33-13,WhiskerPairedPulse,0,0,A1x32,
K75,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_13-52-20,SalB,0,0,A1x32,
K75,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_14-25-46,WhiskerPairedPulse_K,0,0,A1x32,
K75,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_14-44-20,Baseline_K,0,0,A1x32,
K76,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_16-40-31,Baseline,0,0,A1x32,
K76,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_17-00-40,WhiskerPairedPulse,0,0,A1x32,
K76,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_17-14-57,SalB,0,0,A1x32,
K76,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_17-36-43,Baseline_K,0,0,A1x32,
K76,S1BF,12,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-11-22_17-56-49,WhiskerPairedPulse_K,0,0,A1x32,
K80,V1,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-10_12-49-54,Baseline,0,NaN,A1x32,
K80,V1,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-10_13-30-07,VisualFlash,0,NaN,A1x32,
K80,V1,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-10_13-56-14,SalB,0,NaN,A1x32,
K80,V1,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-10_14-16-26,VisualFlash_K,0,NaN,A1x32,
K80,V1,7,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-10_14-38-28,Baseline_K,0,NaN,A1x32,
K82,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_13-27-42,Baseline,0,0,A1x32,
K82,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-03-39,VisualFlash,0,0,A1x32,
K82,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-20-06,SalB,0,0,A1x32,
K82,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-41-50,VisualFlash_K,0,0,A1x32,
K82,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-58-32,Baseline_K,0,0,A1x32,
K83,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_12-59-23,Baseline,0,0,A1x32_Intan32,
K83,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_13-50-48,VisualFlash,0,0,A1x32_Intan32,
K83,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-17-07,SalB,0,0,A1x32_Intan32,
K83,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-37-27,Baseline_K,0,0,A1x32_Intan32,
K83,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_14-58-10,VisualFlash_K,0,0,A1x32_Intan32,
K84,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_17-00-46,Baseline,0,0,A1x32,
K84,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_17-28-05,VisualFlash,0,0,A1x32,
K84,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_17-48-26,SalB,0,0,A1x32,
K84,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_18-11-09,Baseline_K,0,0,A1x32,
K84,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_18-32-20,VisualFlash_K,0,0,A1x32,
K85,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_17-00-39,Baseline,0,0,A1x32_Intan32,
K85,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_17-31-32,VisualFlash,0,0,A1x32_Intan32,
K85,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_17-55-10,SalB,0,0,A1x32_Intan32,
K85,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_18-16-23,VisualFlash_K,0,0,A1x32_Intan32,
K85,V1,10,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-13_18-38-59,Baseline_K,0,0,A1x32_Intan32,
NK243,S1BF,11,Urethane,Nkx2-1,G:\InVivo_SpikeSorting_V1,2021-10-08_16-37-51,Baseline,0,0,A1x32,
NK243,S1BF,11,Urethane,Nkx2-1,G:\InVivo_SpikeSorting_V1,2021-10-08_17-10-58,Optotagging,0,0,A1x32,
NK243,S1BF,11,Urethane,Nkx2-1,G:\InVivo_SpikeSorting_V1,2021-10-08_17-28-27,WhiskerPairedPulse,0,0,A1x32,
SC148b,S1BF,13,Urethane,SST,G:\InVivo_SpikeSorting_V1,2021-10-22_13-31-23,Baseline,0,0,A1x32,
SC148b,S1BF,13,Urethane,SST,G:\InVivo_SpikeSorting_V1,2021-10-22_14-05-54,Optotagging,0,0,A1x32,
SC148b,S1BF,13,Urethane,SST,G:\InVivo_SpikeSorting_V1,2021-10-22_14-25-17,WhiskerPairedPulse,0,0,A1x32,
WT1,V1,17,Urethane,SST,G:\InVivo_SpikeSorting_V1,2019-10-10_13-09-01,Baseline,0,NaN,A1x32,
WT1,V1,17,Urethane,SST,G:\InVivo_SpikeSorting_V1,2019-10-10_13-30-31,VisualFlash,0,NaN,A1x32,
WT1,V1,17,Urethane,SST,G:\InVivo_SpikeSorting_V1,2019-10-10_13-45-45,VisualFlash_Opto,0,NaN,A1x32,
WT1,V1,17,Urethane,SST,G:\InVivo_SpikeSorting_V1,2019-10-10_14-03-50,VisualFlash_Opto,0,NaN,A1x32,
NTV1,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_13-32-08,Baseline,1,1,A1x32,
NTV1,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_13-55-35,Failed,1,1,A1x32,
NTV1,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_14-13-50,Optotagging,1,1,A1x32,
NTV1,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_14-30-54,VisualFlash_Opto,1,1,A1x32,
NTV3,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_16-44-27,Baseline,0,0,A1x32,
NTV3,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_17-06-32,Optotagging,0,0,A1x32,
NTV3,V1,15,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-09-28_17-15-20,VisualFlash_Opto,0,0,A1x32,
NTV5,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-10-15_12-14-08,Baseline,NaN,NaN,A1x32,
NTV5,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-10-15_12-47-26,VisualFlash,NaN,NaN,A1x32,
NTV7,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-10-15_15-09-26,Baseline,0,0,A1x32,
NTV7,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-10-15_15-38-41,VisualFlash,0,0,A1x32,
NTV9,V1,12,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-18_14-29-21,Baseline,0,0,A1x32,
NTV9,V1,12,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-18_14-53-25,Optotagging,0,0,A1x32,
NTV9,V1,12,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-18_15-28-33,VisualFlash_Opto,0,0,A1x32,
NTV10,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_12-36-14\Record Node 103,Baseline,0,0,A1x32_NH,
NTV10,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_13-13-04\Record Node 103,VisualFlash,0,0,A1x32_NH,
NTV10,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_13-32-36\Record Node 103,Optotagging,0,0,A1x32_NH,
NTV11,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_13-04-36,Baseline,0,0,OA1x32,
NTV11,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_13-33-42,Failed,0,0,OA1x32,
NTV11,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_13-50-54,VisualFlash_Opto,0,0,OA1x32,
NTV11,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_14-38-20,Optotagging,0,0,OA1x32,
NTV12v,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_15-56-01\Record Node 104,Baseline,0,NaN,OA1x32,
NTV12v,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_16-21-07\Record Node 104,Baseline,0,NaN,OA1x32,
NTV12v,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_16-43-53\Record Node 104,VisualFlash,0,NaN,OA1x32,
NTV12v,V1,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_17-02-48\Record Node 104,Optotagging,0,NaN,OA1x32,
NTV12w,S1BF,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_15-56-01\Record Node 107,Baseline,0,NaN,A1x32_NH,
NTV12w,S1BF,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_16-21-07\Record Node 107,WhiskerPairedPulse,0,NaN,A1x32_NH,
NTV12w,S1BF,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_16-43-53\Record Node 107,Baseline,0,NaN,A1x32_NH,
NTV12w,S1BF,18,Urethane,WT,G:\InVivo_SpikeSorting_V1,2021-10-25_17-02-48\Record Node 107,Optotagging,0,NaN,A1x32_NH,
NTV13,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_16-33-39,Baseline,0,0,OA1x32,
NTV13,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_17-03-47,Optotagging,0,0,OA1x32,
NTV13,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-10-25_17-22-13,VisualFlash_Opto,0,0,OA1x32,
NTV17,V1,10,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-11_11-50-23,Baseline,0,0,OA1x32,
NTV17,V1,10,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-11_12-21-19,Optotagging,0,0,OA1x32,
NTV17,V1,10,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-11_12-40-23,VisualFlash_Opto,0,0,OA1x32,
NTV19,V1,10,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-11_15-06-00,Baseline,0,0,OA1x32,
NTV19,V1,10,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-11_15-46-39,Optotagging,0,0,OA1x32,
NTV19,V1,10,Awake,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-11_16-22-18,VisualFlash_Opto,0,0,OA1x32,
NTV20,V1,11,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-11-12_11-57-13,Baseline,0,0,OA1x32,
NTV20,V1,11,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-11-12_12-17-32,VisualFlash_Opto,0,0,OA1x32,
NTV23,V1,11,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-11-12_15-08-10,Baseline,0,0,A1x32,
NTV23,V1,11,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-11-12_15-44-27,VisualFlash_Opto,0,0,A1x32,
NTV24,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-19_13-14-55,Baseline,0,0,A1x32,
NTV24,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-19_13-43-26,Optotagging,0,0,A1x32,
NTV24,V1,18,Urethane,NTSR1,G:\InVivo_SpikeSorting_V1,2021-11-19_14-01-58,VisualFlash_Opto,0,0,A1x32,
K86,V1,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-17_14-29-15\Record Node 107,Baseline,0,0,A1x32_Intan32,
K86,V1,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-17_15-16-52\Record Node 107,VisualFlash,0,0,A1x32_Intan32,
K86,V1,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-17_15-41-25\Record Node 107,SalB,0,0,A1x32_Intan32,
K86,V1,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-17_16-01-36\Record Node 107,Baseline_K,0,0,A1x32_Intan32,
K86,V1,14,Urethane,SST;KORD,G:\InVivo_SpikeSorting_V1,2021-12-17_16-22-01\Record Node 107,VisualFlash_K,0,0,A1x32_Intan32,
NTV6,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-10-15_13-01-35\Record Node 103,Baseline,0,0,A1x32_NH,
NTV6,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-10-15_13-45-53\Record Node 103,VisualFlash_Opto,0,0,A1x32_NH,
NTV14,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-11-10_13-23-54\Record Node 103,Optotagging,0,NaN,A1x32,
NTV14,V1,9,Awake,WT,G:\InVivo_SpikeSorting_V1,2021-11-10_13-47-29\Record Node 103,VisualFlash_Opto,0,NaN,A1x32,
